image_name,target
ISIC_0692073,0.028502049
ISIC_0695000,0.0338166
ISIC_0695255,0.028626954
ISIC_0695851,0.0029935203
ISIC_0697455,0.006792695
ISIC_0698209,0.019180939
ISIC_0700078,0.005937516
ISIC_0700201,0.0015910972
ISIC_0701187,0.0053592757
ISIC_0701649,0.038874973
ISIC_0701776,0.017360684
ISIC_0703440,0.0022149032
ISIC_0703903,0.0036720622
ISIC_0703979,0.0159613
ISIC_0704243,0.01513645
ISIC_0704245,0.0683231
ISIC_0704435,0.01634922
ISIC_0705764,0.011393451
ISIC_0705909,0.0069733383
ISIC_0707036,0.026968598
ISIC_0707359,0.0041681733
ISIC_0707819,0.018420856
ISIC_0708442,0.03151259
ISIC_0708867,0.026668135
ISIC_0708878,0.2037091
ISIC_0710840,0.06848907
ISIC_0712978,0.09296282
ISIC_0713157,0.01255195
ISIC_0714126,0.031408466
ISIC_0714540,0.0037251099
ISIC_0715784,0.009006501
ISIC_0715864,0.010473147
ISIC_0716650,0.003637388
ISIC_0717635,0.009523915
ISIC_0718698,0.0109921405
ISIC_0719763,0.0046283887
ISIC_0720050,0.013833243
ISIC_0720319,0.0038125592
ISIC_0721575,0.0067438744
ISIC_0721927,0.007932094
ISIC_0722065,0.0422542
ISIC_0722323,0.014059946
ISIC_0723369,0.007163982
ISIC_0723819,0.05000393
ISIC_0724106,0.0029781216
ISIC_0724784,0.01316011
ISIC_0727953,0.004083357
ISIC_0728055,0.0023035563
ISIC_0728474,0.009143406
ISIC_0728977,0.014840319
ISIC_0729188,0.009924694
ISIC_0729365,0.049252324
ISIC_0732158,0.032949228
ISIC_0732261,0.007849414
ISIC_0733408,0.06730003
ISIC_0734038,0.038395032
ISIC_0734761,0.09093485
ISIC_0735344,0.0068709096
ISIC_0735361,0.007900777
ISIC_0735507,0.0024064388
ISIC_0737285,0.010708407
ISIC_0737596,0.0020156165
ISIC_0737951,0.032512166
ISIC_0738067,0.065550186
ISIC_0738616,0.0024120512
ISIC_0739064,0.026475247
ISIC_0739401,0.013939283
ISIC_0740997,0.030494587
ISIC_0743576,0.0034006403
ISIC_0743739,0.04088694
ISIC_0743789,0.008872022
ISIC_0746818,0.06548117
ISIC_0747114,0.083449215
ISIC_0748291,0.0026796611
ISIC_0749073,0.019730251
ISIC_0749202,0.0013397097
ISIC_0752872,0.015440491
ISIC_0753499,0.01553534
ISIC_0755453,0.003635543
ISIC_0756977,0.015050395
ISIC_0757171,0.049179643
ISIC_0758024,0.17176148
ISIC_0758246,0.0012717199
ISIC_0758568,0.031784426
ISIC_0759383,0.062345657
ISIC_0760154,0.009888036
ISIC_0760260,0.009771968
ISIC_0762091,0.002793913
ISIC_0763495,0.011185797
ISIC_0764739,0.09130648
ISIC_0765355,0.021606626
ISIC_0767812,0.011367586
ISIC_0769066,0.0058775432
ISIC_0770095,0.0030525632
ISIC_0770234,0.0018671368
ISIC_0770508,0.06901412
ISIC_0770817,0.13426071
ISIC_0771788,0.039101567
ISIC_0772522,0.043923475
ISIC_0772578,0.060793612
ISIC_0772706,0.01043513
ISIC_0773190,0.031404458
ISIC_0774444,0.044900827
ISIC_0775579,0.005201064
ISIC_0775584,0.13718545
ISIC_0776524,0.015452072
ISIC_0776616,0.028473997
ISIC_0776803,0.029787466
ISIC_0776824,0.026439145
ISIC_0777077,0.041977778
ISIC_0778512,0.025809243
ISIC_0779258,0.0060364194
ISIC_0780165,0.044064905
ISIC_0781571,0.04566573
ISIC_0784160,0.00917309
ISIC_0785830,0.013893491
ISIC_0786267,0.012410915
ISIC_0786322,0.0014971187
ISIC_0788550,0.025124125
ISIC_0792325,0.006425886
ISIC_0792492,0.06892525
ISIC_0792564,0.012676326
ISIC_0792986,0.004315956
ISIC_0794617,0.14643776
ISIC_0795653,0.012289402
ISIC_0796707,0.007808922
ISIC_0797113,0.04643819
ISIC_0799427,0.03897224
ISIC_0799785,0.007855554
ISIC_0799979,0.021752838
ISIC_0800693,0.008545474
ISIC_0801740,0.0068373857
ISIC_0802693,0.011332592
ISIC_0803310,0.0046283714
ISIC_0803341,0.008231853
ISIC_0803636,0.009167985
ISIC_0804023,0.15206154
ISIC_0805392,0.011440574
ISIC_0807283,0.0029041958
ISIC_0807404,0.0010452295
ISIC_0808861,0.074739814
ISIC_0809377,0.001776105
ISIC_0809747,0.0047665467
ISIC_0810336,0.047009632
ISIC_0810894,0.010902795
ISIC_0811323,0.008597304
ISIC_0813138,0.022265332
ISIC_0813352,0.01697996
ISIC_0814613,0.03924275
ISIC_0816087,0.005201397
ISIC_0816173,0.090243645
ISIC_0817883,0.009066721
ISIC_0818301,0.058471575
ISIC_0821277,0.019767608
ISIC_0821445,0.008880689
ISIC_0821598,0.005722121
ISIC_0822581,0.04800576
ISIC_0823047,0.05614057
ISIC_0823591,0.013659231
ISIC_0824050,0.0318012
ISIC_0825029,0.0036667192
ISIC_0825725,0.0058653858
ISIC_0829859,0.021271015
ISIC_0830589,0.0019568587
ISIC_0834674,0.07575095
ISIC_0835778,0.018718395
ISIC_0836745,0.021104146
ISIC_0839044,0.013733405
ISIC_0839368,0.021950318
ISIC_0840535,0.065902725
ISIC_0840661,0.014174171
ISIC_0841028,0.00951899
ISIC_0842398,0.004019085
ISIC_0842798,0.0068233768
ISIC_0843175,0.020149598
ISIC_0843626,0.005471747
ISIC_0844546,0.010654003
ISIC_0844930,0.003364383
ISIC_0844952,0.10076826
ISIC_0845696,0.036497008
ISIC_0848406,0.00453687
ISIC_0848986,0.0079437075
ISIC_0851144,0.0016280853
ISIC_0852759,0.0048888354
ISIC_0853184,0.004957896
ISIC_0853566,0.02342849
ISIC_0853893,0.053136036
ISIC_0854582,0.015175881
ISIC_0855262,0.030895757
ISIC_0856987,0.011469645
ISIC_0857436,0.015136001
ISIC_0857443,0.0097520705
ISIC_0857595,0.013225909
ISIC_0861327,0.0028553025
ISIC_0862505,0.009989964
ISIC_0863212,0.017126061
ISIC_0864741,0.0110787
ISIC_0865303,0.0021811663
ISIC_0866123,0.05925575
ISIC_0866838,0.027535327
ISIC_0867509,0.018829092
ISIC_0867683,0.054007314
ISIC_0868513,0.013459035
ISIC_0869415,0.006791263
ISIC_0870455,0.016355954
ISIC_0870529,0.024288757
ISIC_0871473,0.025982173
ISIC_0873174,0.017442983
ISIC_0874437,0.03423231
ISIC_0874522,0.014973163
ISIC_0874582,0.009478261
ISIC_0874773,0.05335544
ISIC_0875072,0.0064708553
ISIC_0876617,0.0045263665
ISIC_0876689,0.0051512592
ISIC_0877438,0.006712505
ISIC_0877919,0.005962654
ISIC_0878952,0.0073304493
ISIC_0879061,0.031876884
ISIC_0879986,0.008228561
ISIC_0881100,0.020998087
ISIC_0881645,0.009162893
ISIC_0881966,0.013882195
ISIC_0883924,0.002588079
ISIC_0884023,0.042950653
ISIC_0884538,0.013914739
ISIC_0885369,0.0023176707
ISIC_0885617,0.23603909
ISIC_0886447,0.009434485
ISIC_0887532,0.033303406
ISIC_0887743,0.022585064
ISIC_0887966,0.006596052
ISIC_0890305,0.03155979
ISIC_0891059,0.0064677936
ISIC_0891718,0.012109373
ISIC_0892179,0.011552142
ISIC_0893984,0.0020365887
ISIC_0894308,0.0021402927
ISIC_0894646,0.004914713
ISIC_0896427,0.15793067
ISIC_0897639,0.0015114199
ISIC_0897958,0.05464306
ISIC_0898069,0.02830351
ISIC_0899393,0.027022768
ISIC_0900251,0.014472873
ISIC_0904702,0.004554224
ISIC_0904866,0.010484633
ISIC_0906558,0.007315469
ISIC_0908698,0.003520296
ISIC_0908910,0.047070548
ISIC_0909069,0.0061226995
ISIC_0910022,0.0043283156
ISIC_0913137,0.027468799
ISIC_0915083,0.01341042
ISIC_0915125,0.045043655
ISIC_0915404,0.017695937
ISIC_0915906,0.003003646
ISIC_0916159,0.007117256
ISIC_0916649,0.003216064
